sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp
MDA231-9x-cell791_S791_R1_001	779947	653623	0.16	100	0.989	653623	100	0.161964851457855	arc_well_mda231	0.00378362959632957
MDA231-9x-cell792_S792_R1_001	961843	789588	0.18	118	0.95	789588	118	0.1790884790969	arc_well_mda231	0.00405664686717312
MDA231-9x-cell800_S800_R1_001	907295	749409	0.17	112	0.877	749409	112	0.174018373296447	arc_well_mda231	0.00390279906537757
MDA231-9x-cell801_S801_R1_001	1472751	1208716	0.18	174	0.877	1208716	174	0.179280136289162	arc_well_mda231	0.00629296920401886
MDA231-9x-cell808_S808_R1_001	1134866	918394	0.19	138	0.93	918394	138	0.190746748955383	arc_well_mda231	0.00335804541413615
MDA231-9x-cell81_S81_R1_001	1116218	912506	0.18	138	0.959	912506	138	0.182501984379395	arc_well_mda231	0.00282401406377767
MDA231-9x-cell810_S810_R1_001	1235458	1004852	0.19	148	0.95	1004852	148	0.186656284551964	arc_well_mda231	0.00883152497839418
MDA231-9x-cell814_S814_R1_001	1456700	1203832	0.17	184	0.933	1203832	184	0.17358962037482	arc_well_mda231	0.00797140133245402
MDA231-9x-cell817_S817_R1_001	1457332	1186175	0.19	178	0.956	1186175	178	0.186063985419932	arc_well_mda231	0.00578159446216143
MDA231-9x-cell820_S820_R1_001	919675	747473	0.19	114	0.966	747473	114	0.187242232310327	arc_well_mda231	0.00421281346906994
MDA231-9x-cell826_S826_R1_001	1314468	1083780	0.18	168	0.971	1083780	168	0.175499137293567	arc_well_mda231	0.00462749136148366
MDA231-9x-cell83_S83_R1_001	1560100	1263873	0.19	192	0.901	1263873	192	0.189876930965964	arc_well_mda231	0.0102659042706765
MDA231-9x-cell831_S831_R1_001	1380535	1132844	0.18	168	0.974	1132844	168	0.179416675419312	arc_well_mda231	0.00346980305476912
MDA231-9x-cell844_S844_R1_001	1072753	868736	0.19	118	0.889	868736	118	0.190180777867785	arc_well_mda231	0.017375145015394
MDA231-9x-cell847_S847_R1_001	1000350	820715	0.18	114	0.95	820715	114	0.179572149747588	arc_well_mda231	0.014169119459421
MDA231-9x-cell848_S848_R1_001	865872	704632	0.19	106	0.993	704632	106	0.186216900419462	arc_well_mda231	0.00293212882279069
MDA231-9x-cell849_S849_R1_001	253413	207520	0.18	28	0.836	207520	28	0.18109962788018	arc_well_mda231	0.0034297025204771
MDA231-9x-cell85_S85_R1_001	1632185	1338463	0.18	198	0.9	1338463	198	0.179956316226408	arc_well_mda231	0.0054017113065081
MDA231-9x-cell853_S853_R1_001	1407217	1166253	0.17	176	0.906	1166253	176	0.171234429373721	arc_well_mda231	0.00629946646996295
MDA231-9x-cell859_S859_R1_001	1298916	1074672	0.17	166	0.977	1074672	166	0.172639339264433	arc_well_mda231	0.00307642122675626
MDA231-9x-cell86_S86_R1_001	1600638	1313002	0.18	200	0.889	1313002	200	0.17970084428834	arc_well_mda231	0.00904551577165988
MDA231-9x-cell864_S864_R1_001	1055614	856731	0.19	130	0.962	856731	130	0.188405041994517	arc_well_mda231	0.00339440657829897
MDA231-9x-cell866_S866_R1_001	1648322	1362184	0.17	210	0.891	1362184	210	0.173593509035249	arc_well_mda231	0.00358671945688456
MDA231-9x-cell875_S875_R1_001	1263045	1022936	0.19	154	0.989	1022936	154	0.190103282147509	arc_well_mda231	0.00280542188727257
MDA231-9x-cell881_S881_R1_001	1307817	1080573	0.17	164	0.899	1080573	164	0.173758255168728	arc_well_mda231	0.00994564649391264
MDA231-9x-cell882_S882_R1_001	1054750	861563	0.18	128	0.907	861563	128	0.183159042427115	arc_well_mda231	0.00766739339112893
MDA231-9x-cell883_S883_R1_001	556963	461585	0.17	70	0.978	461585	70	0.171246563954877	arc_well_mda231	0.00691251554567158
MDA231-9x-cell886_S886_R1_001	1382988	1142992	0.17	156	0.897	1142992	156	0.173534405215374	arc_well_mda231	0.014357916837785
MDA231-9x-cell894_S894_R1_001	743375	611860	0.18	90	0.841	611860	90	0.176916092147301	arc_well_mda231	0.0147038046057924
MDA231-9x-cell899_S899_R1_001	820404	677943	0.17	96	0.863	677943	96	0.173647373732941	arc_well_mda231	0.0243019530221603
MDA231-9x-cell90_S90_R1_001	1076988	879034	0.18	132	0.957	879034	132	0.183803347855315	arc_well_mda231	0.00392486419895461
MDA231-9x-cell901_S901_R1_001	1028791	845445	0.18	128	0.989	845445	128	0.178215011600996	arc_well_mda231	0.00476290094377928
MDA231-9x-cell904_S904_R1_001	1642574	1351987	0.18	200	0.952	1351987	200	0.176909533451765	arc_well_mda231	0.00745377368147556
MDA231-9x-cell908_S908_R1_001	1200407	998262	0.17	150	0.989	998262	150	0.168397051999863	arc_well_mda231	0.00296593928867324
MDA231-9x-cell910_S910_R1_001	1137010	937371	0.18	134	0.87	937371	134	0.175582448703178	arc_well_mda231	0.0123143415893405
MDA231-9x-cell911_S911_R1_001	722553	598505	0.17	90	0.959	598505	90	0.171680139726774	arc_well_mda231	0.0045666618921561
MDA231-9x-cell912_S912_R1_001	804169	671919	0.16	102	0.987	671919	102	0.164455481372697	arc_well_mda231	0.00356646761012433
MDA231-9x-cell914_S914_R1_001	537618	470095	0.13	68	0.867	470095	68	0.125596613208635	arc_well_mda231	0.0142510590736768
MDA231-9x-cell919_S919_R1_001	1157950	963580	0.17	148	0.984	963580	148	0.167856988643724	arc_well_mda231	0.00359592233275732
MDA231-9x-cell92_S92_R1_001	1507854	1234691	0.18	188	0.848	1234691	188	0.181160112318567	arc_well_mda231	0.0045115271358147
MDA231-9x-cell923_S923_R1_001	804160	672693	0.16	102	0.991	672693	102	0.163483635097493	arc_well_mda231	0.00350405513292613
MDA231-9x-cell935_S935_R1_001	1360347	1122373	0.17	172	0.995	1122373	172	0.174936247883812	arc_well_mda231	0.00305002541900906
MDA231-9x-cell936_S936_R1_001	891414	731574	0.18	110	0.965	731574	110	0.179310623346728	arc_well_mda231	0.00423023074460237
MDA231-9x-cell937_S937_R1_001	1129476	958597	0.15	140	0.891	958597	140	0.151290509935581	arc_well_mda231	0.0116303809555176
MDA231-9x-cell942_S942_R1_001	926138	768797	0.17	114	0.977	768797	114	0.16988936853903	arc_well_mda231	0.00518937939593557
MDA231-9x-cell943_S943_R1_001	871047	722654	0.17	106	0.968	722654	106	0.170361645238431	arc_well_mda231	0.00394540744283897
MDA231-9x-cell966_S966_R1_001	1062525	892609	0.16	132	0.954	892609	132	0.159917178419331	arc_well_mda231	0.00749643116231341
MDA231-9x-cell967_S967_R1_001	625062	524851	0.16	80	0.915	524851	80	0.160321696087748	arc_well_mda231	0.0128233661067213
MDA231-9x-cell970_S970_R1_001	1225063	1024359	0.16	150	0.914	1024359	150	0.163831574376175	arc_well_mda231	0.0101414464648008
MDA231-9x-cell972_S972_R1_001	986746	846596	0.14	118	0.83	846596	118	0.142032498738277	arc_well_mda231	0.0129022164649208
MDA231-9x-cell973_S973_R1_001	965416	826989	0.14	118	0.92	826989	118	0.143385856459806	arc_well_mda231	0.00222923017017069
MDA231-9x-cell976_S976_R1_001	950924	789873	0.17	120	0.993	789873	120	0.169362640968153	arc_well_mda231	0.00350173346791052
MDA231-9x-cell978_S978_R1_001	924008	803860	0.13	122	0.868	803860	122	0.130029177236561	arc_well_mda231	0.0114618066992877
MDA231-9x-cell980_S980_R1_001	1020845	862166	0.16	132	0.974	862166	132	0.15543887661692	arc_well_mda231	0.00397527132438452
MDA231-9x-cell986_S986_R1_001	551729	476397	0.14	72	0.976	476397	72	0.136538046758463	arc_well_mda231	0.00407873305028878
MDA231-9x-cell988_S988_R1_001	1061448	890804	0.16	124	0.889	890804	124	0.160765294201883	arc_well_mda231	0.0139777045590815
MDA231-9x-cell993_S993_R1_001	1117603	939954	0.16	142	0.924	939954	142	0.158955371451222	arc_well_mda231	0.0100074823647544
MDA231-9x-cell999_S999_R1_001	725083	617410	0.15	92	0.941	617410	92	0.148497482357192	arc_well_mda231	0.00868183189446237
